Wood,Oven,Phase,IO_02L_Avg,UO_02_Avg,AO_02_Avg,IO_04R_Avg,FB_01_Avg,IO_01T_Avg,SA_01_Avg,P_01_Avg,AO_01_Avg,Roofline,Chimney,T_eff_Pot_1(%),T_eff_Pot_2(%)
LW,O,High,247,293.3,220.1,209.4,607.4,247.6,276.1,489.5,430.8,83.1,148.9,22.95365288120057,20.494332929643388
LW,O,High,247.8,295.3,221,210,608.9,248.4,277.5,491.7,436.1,83.1,149.5,17.535689968093962,12.989399976365887
LW,O,High,248.7,297.3,221.9,210.7,609.9,249.2,278.9,494.7,441.6,83.2,150.1,17.20962644160353,5.950992320928282
LW,O,High,249.7,299.2,223,211.3,610.5,250,280.4,496.4,447.9,83.3,150.6,19.60191045175841,7.4901609043304855
LW,O,High,250.7,300.9,223.8,212,610.8,250.9,282.1,497.8,450.9,83.4,151.1,18.953993806895426,12.320095974482031
LW,O,High,251.7,302.3,224.5,212.7,610.9,251.7,283.8,497.6,450.5,83.5,151.3,16.285564240568966,9.865293722652403
LW,O,High,252.7,303.5,225.2,213.4,610.8,252.6,285.4,496.7,447.9,83.6,151.5,14.442058305518888,7.919838425607042
LW,O,High,253.8,304.7,225.9,214.1,610.4,253.5,286.9,497,444.9,83.7,151.7,12.63182155242747,9.242796257873858
LW,O,High,254.9,305.8,226.6,214.8,609.7,254.4,288.5,498.7,443.5,83.9,151.9,15.744431370776441,2.9043125829587226
LW,O,High,256,306.6,227.2,215.6,608.9,255.3,290.1,500.7,442.3,84,152.1,13.65537368847882,10.77257257646657
LW,O,High,257.1,307,227.6,216.3,609.9,256.2,291.7,501.3,438.8,84.2,152.1,14.161059411765889,9.340273229037113
LW,O,High,258.2,307,227.8,217,613.4,257.1,293,498.5,431.7,84.4,152,14.81313266947471,5.236966095268794
LW,O,High,259.3,306.8,227.8,217.8,617.6,258,294,494.8,423.8,84.5,151.8,16.649908829594867,7.432995013212011
LW,O,High,260.4,306.4,227.8,218.5,621,258.8,294.9,492.7,416.6,84.6,151.6,9.751225927264692,6.20532559007759
LW,O,High,261.5,306.1,227.8,219.2,623.6,259.6,295.8,494.5,411.8,84.7,151.6,14.688480002219197,7.638009601154029
LW,O,High,262.5,305.9,227.8,219.9,625.5,260.4,296.7,497.7,409.1,84.8,151.6,14.461532743641481,6.281271797743253
LW,O,High,263.6,305.7,228,220.6,626.7,261.1,297.8,500.2,406.9,84.9,151.6,14.095945032462728,7.12063202670791
LW,O,High,264.7,305.7,228.2,221.3,627.6,261.9,298.7,501.2,405.9,85.1,151.7,13.59361157269946,5.7845155628507845
LW,O,High,265.7,306,228.4,222,628.5,262.6,299.8,501.3,406.5,85.2,151.9,12.9561272846442,7.197848491469011
LW,O,High,266.8,306.7,228.8,222.7,629,263.3,301,502.2,409.1,85.3,152.2,10.464588658168179,2.5803095321511664
LW,O,High,267.8,307.4,229.3,223.4,629.2,264,302.1,504.1,411.7,85.4,152.5,9.28153373081873,5.568920238491156
LW,O,High,268.8,308.1,229.7,224.1,629.4,264.6,303.2,508,414.2,85.6,152.8,12.66319713852419,6.97187258188413
LW,O,High,269.8,309,230.3,224.8,629.4,265.3,304.5,515.7,416.5,85.7,153.2,16.451194367899742,7.516493978436943
LW,O,High,270.7,310.2,231,225.5,629.3,266,305.9,524.2,419.9,85.8,153.5,11.453777186426088,7.777256114239875
LW,O,High,271.7,311.3,231.7,226.2,629.5,266.7,307.4,528.7,423.2,86,153.8,9.731374249394113,7.051720470575466
LW,O,High,272.7,312.3,232.3,226.9,630,267.3,309,532.1,425.4,86.1,154.1,15.47800654784018,3.658437911307746
LW,O,High,273.6,313,232.8,227.6,630.8,268,310.5,538.1,426.4,86.1,154.2,10.391681917722888,3.2298470825354704
LW,O,High,274.6,313.5,233.3,228.3,631.2,268.6,312.1,543.6,427.8,86.3,154.5,13.458299427437204,7.289912189861856
LW,O,High,275.6,313.8,233.9,228.9,631.3,269.3,313.6,551,429.6,86.4,154.7,10.779681980084895,5.879826534591661
LW,O,High,276.5,314.4,234.5,229.6,631,270,315.3,558.4,431.8,86.5,154.9,10.348393643473102,4.754667349703891
LW,O,High,277.5,315.1,235,230.3,631.7,270.6,316.9,561.6,434.5,86.6,155.2,14.39237122268469,3.912489264419177
LW,O,High,278.4,315.9,235.6,231,632.5,271.3,318.6,563.5,436.6,86.7,155.5,12.709147540863267,6.145082327450314
LW,O,High,279.4,316.7,236.2,231.7,632.6,271.9,320.4,565.3,438.8,86.8,155.7,10.751514557734819,6.004092545228561
LW,O,High,280.4,317.6,236.9,232.4,638.6,272.6,322.7,561.5,441.7,86.9,156.1,12.567451874397262,5.1666191039189044
LW,O,High,281.3,319.3,237.9,233.1,649.3,273.2,325.1,550.3,443.5,87,156.6,13.270090135003093,5.587406372632886
LW,O,High,282.3,321.5,239,233.8,656.6,273.9,327.2,538.3,443.4,87.1,157,10.622504554918086,5.031712683908571
LW,O,High,283.2,323.6,240.2,234.5,660.9,274.6,329.5,531.8,441.8,87.2,157.3,15.108292657482059,4.056856361731262
LW,O,High,284.2,325.5,241.3,235.2,663.2,275.3,331.5,529,441.5,87.3,157.5,11.764192229638406,5.321896484836479
LW,O,High,285.1,327.4,242.4,235.9,664.5,276,333.2,528.4,442.5,87.5,157.9,8.695132729097741,4.628054517100353
LW,O,High,286.1,329.2,243.5,236.6,665.3,276.7,334.8,532.7,444.4,87.6,158.2,12.642612201903574,4.7760979429413055
LW,O,High,287,330.9,244.4,237.4,666,277.4,336.8,538.1,444.5,87.8,158.5,10.273834605515543,5.06654857258302
LW,O,High,288,332.3,245.1,238.1,666.8,278.1,339.1,539.2,441.3,87.9,158.6,11.564905819032543,7.897984461778284
LW,O,High,288.9,333.4,245.7,238.9,667.4,278.8,341.4,533.9,436.8,88.1,158.6,12.864378436726776,5.5133050443115055
LW,O,High,289.9,334.4,246.2,239.6,667.7,279.5,343.8,523.9,432.9,88.2,158.8,11.480206729041782,3.5432736818030093
LW,O,High,290.9,335.3,246.7,240.3,667.8,280.1,346.3,513.7,428.8,88.4,158.9,11.085930319819209,4.9744559127394
LW,O,High,291.9,336.3,247.2,241.1,667.9,280.8,348.7,504,424.8,88.6,159,11.832091787817282,5.559657587046694
LW,O,High,292.9,337,247.6,241.8,667.9,281.5,350.8,496.3,421.8,88.7,159.1,9.438952079276074,4.433447188750838
LW,O,High,294,337.4,247.8,242.6,668,282.1,352.8,490,418.6,88.9,159.2,12.484854739995798,6.170675331262256
LW,O,High,295,337.7,248,243.3,668.1,282.7,354.4,484.7,415.8,89,159.2,15.122493622204521,5.616926202533133
LW,O,High,296,337.7,248.2,244,668.3,283.4,356.1,481,412.5,89.2,159.1,13.011562960723497,3.3251772010738714
LW,O,High,297,337.5,248.3,244.7,668.2,283.9,357.5,478.8,409.6,89.3,159,7.838158934757561,3.1933240104567306
LW,O,High,298,337.3,248.4,245.5,667.7,284.5,358.7,478.8,407.8,89.4,158.9,12.38941002389846,5.976068364468659
LW,O,High,299,337.1,248.4,246.2,667.2,285.1,359.8,479.7,405.6,89.6,158.8,13.321714084313546,4.830951261344494
LW,O,High,300,336.8,248.4,246.8,666.7,285.6,360.8,482.2,403.2,89.7,158.7,10.44088484010371,8.08800938317896
LW,O,High,300.9,336.6,248.3,247.5,666.4,286.1,361.5,486.4,401,89.9,158.6,11.819525617284071,4.72781024691365
LW,O,High,301.8,336.3,248.2,248.2,666.2,286.6,362.2,492,398.8,90,158.4,13.064487160738441,1.4846008137202824
LW,O,High,302.6,336,248.2,248.8,666,287.1,362.8,497.3,396.5,90,158.2,11.936185410474726,5.520485752344543
LW,O,High,303.4,335.6,248.1,249.4,665.8,287.5,363.4,502.4,394.3,90.1,158,8.848251143976103,5.248962543036662
LW,O,High,304.2,335.2,248,250,665.8,287.9,363.9,510.6,392.9,90.3,157.8,12.965686262830337,8.292008656461224
LW,O,High,305,334.7,247.9,250.6,665.7,288.3,364.3,516.6,391.1,90.4,157.6,6.972782308830412,4.699048947255377
LW,O,High,305.7,334.3,247.8,251.2,665.1,288.7,364.6,517.4,390.3,90.4,157.1,11.279469181411962,2.5912294065406294
LW,O,Medium,307.8,333.9,246.5,253.5,661.8,290,362.5,492.8,393.6,90.7,154.3,-207.52777684769347,5.149185440581896
LW,O,Medium,308.2,333.8,246.3,254,662.5,290.3,362,488.6,393,90.8,153.7,5.180880935329041,4.709891759390073
LW,O,Medium,308.7,333.7,246.1,254.5,663.4,290.6,361.6,483.7,391.4,90.8,153.2,8.214921850910233,0.7898963318182474
LW,O,Medium,309,333.5,245.7,255,664.4,290.8,361.3,478.7,389.3,90.8,152.7,10.810924914544477,6.995304356469978
LW,O,Medium,309.4,333.2,245.4,255.4,665.2,291.1,361,474,386.8,90.8,152.2,12.16082122350335,5.280356583889574
LW,O,Medium,309.7,333,245.1,255.9,666.7,291.3,360.7,469,383.8,90.8,151.7,8.85823140259937,6.9255263693050075
LW,O,Medium,310.1,332.3,244.8,256.3,675.4,291.5,360.6,464.1,379.2,90.8,151.5,8.268510929032415,5.674468284630076
LW,O,Medium,310.4,331.9,244.5,256.7,685.5,291.6,360.2,459.3,379.2,90.7,151.3,10.609115967027567,4.570080724258033
LW,O,Medium,310.7,331.9,244.5,257.1,692.2,291.7,359.7,454.9,383.4,90.7,151.2,10.516920199416155,8.544997662025658
LW,O,Medium,311,332.1,244.5,257.5,696.6,291.9,359.3,452.5,388.9,90.6,151.3,9.431014520147658,2.97821511162557
LW,O,Medium,311.4,332.6,244.7,257.9,699.7,292,358.8,454.3,395.9,90.6,151.4,8.330265253885907,5.6645803726424155
LW,O,Medium,311.8,333.3,245.2,258.2,701.8,292.1,358.5,456.3,404.4,90.5,151.6,10.234163633533358,7.382019670089619
LW,O,Medium,312.1,334.2,245.8,258.6,703.4,292.2,358.2,457.9,412.4,90.5,151.8,15.544278302609236,3.886069575652324
LW,O,Medium,312.5,335.1,246.4,258.9,704.7,292.3,357.9,458.5,419.2,90.4,151.9,10.039672511313029,6.125901871309635
LW,O,Medium,312.9,336,247,259.3,705.9,292.5,357.6,458.3,423.8,90.3,152,8.740678160290592,5.484347080966635
LW,O,Medium,313.3,336.8,247.5,259.6,707,292.7,357.3,457.8,428.1,90.2,152.1,7.7681124221712565,4.833492173795452
LW,O,Medium,313.7,337.6,248,260,707.7,292.8,357.1,458.2,432.8,90.1,152.2,14.258158805455054,7.302959388159932
LW,O,Medium,314,338.3,248.5,260.3,708.5,293,356.9,461.6,437.5,90,152.2,10.5090614416987,7.181191985160764
LW,O,Medium,314.4,339.1,249,260.7,709.2,293.2,356.7,465.6,443,90,152.3,7.586798602204733,5.293115303863784
LW,O,Medium,314.8,339.8,249.5,261,709.9,293.4,356.5,468.5,448.4,89.9,152.4,14.041281338082252,6.576296322899244
LW,O,Medium,315.1,340.5,250,261.4,710.3,293.6,356.4,471.7,453.3,89.9,152.5,12.891740734124996,2.506727364968739
LW,O,Medium,315.5,341.1,250.4,261.7,710.8,293.8,356.3,475.4,458.6,89.8,152.6,11.544257196111346,7.756297803637385
LW,O,Medium,315.8,341.6,250.7,262.1,711.3,294,356.2,478.2,463,89.8,152.6,13.083700940462004,7.450440813318582
LW,O,Medium,316.1,341.9,251,262.4,711.8,294.2,356.2,479.6,466,89.7,152.7,14.279318372717725,8.238068291952585
LW,O,Medium,316.3,342.3,251.2,262.8,712.5,294.4,356.2,482.6,468.9,89.7,152.7,10.143561157839974,5.717279925327983
LW,O,Medium,316.6,342.5,251.4,263.1,712.9,294.6,356.2,486,470.2,89.7,152.7,10.776262297855597,3.7159525165019276
LW,O,Medium,316.9,342.7,251.5,263.4,713.3,294.8,356.2,488.6,469.7,89.6,152.6,12.166361903052465,5.989593552272002
LW,O,Medium,317.1,342.8,251.5,263.7,713.8,295,356.2,490.7,468.3,89.6,152.5,13.764787059586222,4.3368507174038635
LW,O,Medium,317.3,342.7,251.5,264,714.4,295.2,356.3,493.5,466.8,89.5,152.4,13.866216193000469,4.55875600865768
LW,O,Medium,317.6,342.4,251.5,264.3,717.1,295.4,357.1,493.9,460,89.5,152.6,15.307344531621764,7.653672265810882
LW,O,Medium,317.8,342,251.7,264.6,723.3,295.5,357.9,491.3,451.5,89.5,152.5,12.335248928046035,7.516792315528073
LW,O,Medium,318,342.1,251.8,264.9,727,295.6,358,490.3,448.2,89.5,152.3,11.065757188561584,4.2709940026027615
LW,O,Medium,318.1,342.7,252.2,265.1,729.3,295.8,358.2,492.2,449.1,89.5,152.4,12.905228775752184,8.01688454251268
LW,O,Medium,318.3,343.8,252.7,265.4,730.7,295.9,358.6,497.6,453,89.6,152.6,9.649556127945583,7.286399525183319
LW,O,Medium,318.5,344.9,253.2,265.7,731.3,296,359.1,502.2,457.8,89.5,152.7,14.477527026442665,5.7513463529703825
LW,O,Medium,318.7,345.9,253.7,266,731.5,296.2,359.7,505.7,462.4,89.4,152.8,11.183747514219963,4.593324871911831
LW,O,Medium,318.9,346.9,254.2,266.2,731.4,296.4,360.4,510.2,466.4,89.4,153,13.875239130027056,7.842526464797938
LW,O,Medium,319.2,347.8,254.7,266.5,731.1,296.6,361.3,518.3,470.9,89.3,153.2,15.792068013043087,4.454173029319816
LW,O,Medium,319.5,348.7,255.2,266.8,730.7,296.9,362.2,528.1,475.4,89.3,153.4,16.71355841352529,8.152955323670842
LW,O,Medium,319.9,349.6,255.6,267.2,730.3,297.2,363.2,538.8,478.7,89.2,153.6,13.951760070852645,4.103458844368485
LW,O,Medium,320.3,350.4,256,267.5,730.1,297.5,364.3,547.6,480.9,89.2,153.7,12.803474784946673,6.195229734651582
LW,O,Medium,320.7,351.1,256.2,267.8,729.7,297.8,365.4,554.9,483.4,89.2,154,15.586955696357869,9.975651645669119
LW,O,Medium,321.2,351.6,256.4,268.1,729.3,298.2,366.5,565.1,484.4,89.3,154.3,14.42970969922891,7.946796645952004
LW,O,Medium,321.7,352.1,256.6,268.4,728.9,298.5,367.5,577.1,483.5,89.3,154.5,14.93883579162922,6.522590275218498
LW,O,Medium,322.2,352.2,256.7,268.8,728.6,298.9,368.5,583.2,481.2,89.3,154.5,15.87478778980598,6.984906627514595
LW,O,Medium,322.7,352.2,256.7,269.1,728.2,299.3,369.5,581.8,477.7,89.3,154.5,13.838329121738372,6.8127158753172985
LW,O,Medium,323.3,352,256.7,269.4,727.6,299.7,370.4,577.9,474.1,89.3,154.6,16.914280181502875,2.1410481242409034
LW,O,Medium,323.8,351.7,256.6,269.8,726.8,300.1,371.2,573.8,471.1,89.3,154.6,17.00745756232438,8.611370917632577
LW,O,Medium,324.3,351.5,256.6,270.1,726.1,300.4,372,571.8,468.3,89.4,154.6,16.665411508032214,8.008054880482996
LW,O,Medium,324.8,351.2,256.6,270.4,725.5,300.8,372.8,571.1,465.6,89.4,154.5,15.663741657165216,4.786143284133907
LW,O,Medium,325.3,350.9,256.6,270.7,725.1,301.2,373.5,571.4,462.4,89.4,154.5,15.085934468446336,9.83865291420407
LW,O,Medium,325.8,350.4,256.6,271.1,724.9,301.5,374.1,573.5,458.8,89.5,154.4,14.279628983012508,8.348090790068923
LW,O,Medium,326.2,350,256.4,271.4,724.8,301.8,374.7,572.8,454.9,89.5,154.2,15.44900461815772,6.621001979210361
LW,O,Medium,326.6,349.5,256.2,271.7,724.8,302.1,375.1,572.4,450.7,89.5,154.1,15.738977346906363,5.098541957448621
LW,O,Medium,327,349.1,255.9,272,724.9,302.3,375.5,571.6,447.1,89.5,154,16.91853830174708,5.342696305814767
LW,O,Medium,327.4,348.8,255.8,272.3,725.1,302.6,376,570.3,446.6,89.5,153.9,23.91543744313246,11.175438057538532
LW,O,Medium,327.7,348.5,255.7,272.5,725.3,302.8,376.3,569.7,446.4,89.5,153.9,19.519667829857546,7.1796479374188955
LW,O,Medium,328,348.1,255.6,272.8,725.4,303,376.7,569.1,445.3,89.5,153.8,14.186165398407319,11.03368419876125
LW,O,Medium,328.3,347.6,255.4,273.1,725.2,303.2,376.9,567.4,443.6,89.6,153.6,16.946084190549684,2.0335301028660386
LW,O,Medium,328.5,347.1,255.2,273.3,725.5,303.4,377.2,562.8,440.5,89.6,153.6,17.680664721647794,7.026930850911183
LW,O,Medium,328.8,346.3,255,273.6,727.1,303.5,377.8,550.2,432.7,89.5,153.7,18.87080647889083,6.593414311901667
LW,O,Medium,328.9,346.1,255,273.8,727.8,303.6,377.9,533.3,433.1,89.5,153.6,15.275962205771275,7.979980256746202
LW,O,Medium,329,346.6,255.2,274,728.7,303.7,377.8,521.3,441.3,89.5,153.7,14.630157499772006,8.000867382687842
LW,O,Medium,329.1,347.4,255.6,274.3,730,303.8,377.7,514.4,452.7,89.5,153.8,17.186226395322116,8.020238984483687
LW,O,Medium,329.2,348.4,256.1,274.5,731.5,303.9,377.7,512.5,466.1,89.4,154,20.89908679908035,5.51184706788914
LW,O,Medium,329.3,349.3,256.7,274.7,732.5,304.1,377.6,516.7,478.4,89.4,154.3,13.117333792316089,4.142315934415812
LW,O,Medium,329.4,350.2,257.1,274.9,733.3,304.2,377.6,523.2,486.9,89.4,154.6,8.069446067567561,10.836113290733735
LW,O,Medium,329.6,351,257.6,275.1,733.8,304.4,377.7,528.3,492.1,89.3,154.9,15.242178955318874,4.387900002288641
LW,O,Medium,329.9,351.8,258.2,275.4,734.3,304.7,377.7,539.3,498.6,89.3,155.2,21.741198499162127,10.870599249581064
LW,O,Medium,330.1,352.5,258.6,275.6,734.6,304.9,377.8,549.5,503.9,89.4,155.5,22.233472066578216,8.105953357606726
LW,O,Medium,330.4,353.1,259.1,275.9,735,305.2,377.9,554.2,507.9,89.4,155.7,15.07165265533024,5.333046324193658
LW,O,Medium,330.7,353.6,259.4,276.1,735.4,305.5,378.1,555.9,509.1,89.4,155.9,17.408231019480606,5.802743673160201
LW,O,Medium,331.1,354.1,259.8,276.3,735.7,305.8,378.2,557.7,509,89.5,156.1,14.171213929723258,4.646299649089664
LW,O,Medium,331.4,354.6,260.1,276.6,735.9,306.1,378.3,561.9,508,89.6,156.2,21.621498844698063,7.904633986233843
LW,O,Medium,331.8,355,260.3,276.9,736,306.5,378.5,566.6,507.4,89.6,156.4,14.88861306156858,7.211671951697163
LW,O,Medium,332.2,355.3,260.5,277.1,736,306.8,378.7,569.1,506.1,89.6,156.4,16.059971099270438,7.215349334454762
LW,O,Medium,332.6,355.5,260.6,277.4,736.1,307.1,378.9,570.1,504.6,89.7,156.4,16.532165578482335,8.615353893011939
LW,O,Medium,333,355.7,260.8,277.6,736.3,307.5,379.1,568.9,502.8,89.8,156.4,16.3043689161541,7.453425790241851
LW,O,Medium,333.4,355.9,261,277.9,736.6,307.8,379.3,566.3,500.6,89.8,156.4,16.30804875949494,5.591331003255432
LW,O,Medium,333.8,355.9,261.1,278.2,736.8,308.1,379.6,562.7,497.7,89.9,156.3,21.669710191782055,7.45624436706486
LW,O,Medium,334.2,355.8,261.2,278.4,737,308.5,379.8,557.6,493.6,89.9,156.1,16.078978231195407,8.855089460658428
LW,O,Medium,334.5,355.7,261.2,278.7,737.1,308.8,380,551.9,488.9,90,156,16.545687175304803,7.690248968803513
LW,O,Medium,334.8,355.5,261.1,279,737.2,309,380.1,549.7,486.6,90,155.5,19.109101307700893,-74.33906484337372
LW,O,Low,335.6,354,260.2,279.7,734.8,309.7,380.4,556.7,488.3,90.1,153.5,-599.7658100332685,1.3980555012431033
LW,O,Low,335.7,353.5,259.8,279.9,733.6,309.9,380.6,555.8,487.6,90.2,153,53.82280154102026,14.445946733953441
LW,O,Low,335.9,353.1,259.5,280.1,732.3,310.1,380.6,554.8,485.9,90.2,152.6,30.289110810904667,6.057822162180965
LW,O,Low,336,352.5,259.1,280.3,731.3,310.2,380.8,552.4,480.5,90.2,152.4,41.239924159643344,8.154787263206263
LW,O,Low,336.1,351.7,258.8,280.5,730.9,310.3,381,542.5,468.7,90.2,152.4,36.115620462684795,0.9320160119403151
LW,O,Low,336.2,350.7,258.2,280.6,728.5,310.4,380.5,532.1,460,90.2,151.7,23.768645529645273,11.418270891692305
LW,O,Low,336.1,349.8,257.6,280.8,726.3,310.4,379.9,523.9,453.1,90.2,151.1,28.433589030599688,13.51760789979331
LW,O,Low,336.1,349,257,280.9,724.7,310.4,379.1,518.2,447.6,90.2,150.5,14.919375068807671,6.7603418280534875
LW,O,Low,335.9,348.2,256.4,281,723.5,310.4,378.3,514.5,443.1,90.2,149.9,35.91085853626451,10.726620082260856
LW,O,Low,335.8,347.5,255.9,281.1,722.5,310.3,377.5,512,440.3,90.1,149.4,27.29387447603696,6.531867395974592
LW,O,Low,335.6,346.9,255.5,281.2,721.6,310.2,376.7,509.5,438.9,90.1,149.1,26.373999158243866,4.667964452786498
LW,O,Low,335.4,346.3,255.2,281.3,720.7,310,376,507.3,436.9,90.1,148.7,24.755376158932414,11.910605510429837
LW,O,Low,335.1,345.8,254.8,281.3,719.6,309.9,375.3,505.4,435,90,148.3,28.98031871759899,13.08788587246401
LW,O,Low,334.9,345.3,254.5,281.4,717.8,309.7,374.6,502.8,433.6,89.9,147.9,22.455659376351857,7.953046029124606
LW,O,Low,334.6,345,254.2,281.4,715.8,309.5,374,504.4,432.7,89.8,147.6,19.902395027187904,6.321937243930338
LW,O,Low,334.3,344.6,254,281.4,713.9,309.3,373.4,512.5,431.9,89.8,147.4,29.535938459660095,8.204427349905545
LW,O,Low,334,344.3,253.8,281.4,712.1,309.1,372.8,522.7,431.4,89.7,147.2,16.899410971788594,9.388561650993731
LW,O,Low,333.6,344,253.6,281.4,710.3,308.9,372.3,529.1,431.2,89.6,147,25.620776914277023,6.816536977192928
LW,O,Low,333.3,343.6,253.4,281.4,708.6,308.7,371.8,535.3,431,89.6,146.8,14.596702277611442,4.47318295604218
LW,O,Low,332.9,343.3,253.2,281.4,707.4,308.4,371.4,537,430.9,89.5,146.6,24.764103366983818,6.367912294367316
LW,O,Low,332.6,343,253,281.3,706.4,308.2,371,537.8,431.2,89.4,146.4,29.538524242957436,6.852937624366105
LW,O,Low,332.2,342.8,252.9,281.3,705.4,307.9,370.7,536.3,431.6,89.3,146.2,23.207458275261743,11.13010754017656
LW,O,Low,331.8,342.5,252.8,281.3,704.3,307.7,370.4,533.1,432.1,89.3,146.1,15.66560679615279,7.832803398076478
LW,O,Low,331.4,342.2,252.7,281.2,703.3,307.4,370.2,531.1,432.5,89.2,145.9,23.319100991411357,10.231850435006976
LW,O,Low,331,341.9,252.5,281.2,702.1,307.2,370,529.1,433.2,89.2,145.7,18.37134408465205,9.066377600217917
LW,O,Low,330.6,341.7,252.4,281.1,701,306.9,369.8,527.8,433.6,89.2,145.6,21.29550235617054,4.785506147454035
LW,O,Low,330.2,341.4,252.2,281,699.9,306.6,369.7,527.7,433.8,89.1,145.4,18.480785457230333,9.360397828986681
LW,O,Low,329.7,341.1,252.1,280.9,698.9,306.4,369.6,529.7,433.6,89.1,145.3,22.8754680018982,6.742243200559477
LW,O,Low,329.3,340.9,252,280.8,698,306.1,369.5,533.7,434.3,89.1,145.1,20.538435679633082,8.45700292690783
LW,O,Low,328.9,340.7,251.9,280.7,697,305.9,369.5,537.7,435.1,89,144.9,16.248413167986282,7.275408881187971
LW,O,Low,328.5,340.5,251.8,280.6,695.9,305.6,369.4,540.4,435.2,89,144.7,16.311143271004703,8.033846685718672
LW,O,Low,328,340.3,251.6,280.5,694.9,305.3,369.5,541.9,435.2,88.9,144.5,26.643737046655986,7.5775765912506925
LW,O,Low,327.6,340,251.5,280.4,693.9,305.1,369.5,543.9,435.7,88.9,144.4,19.638255576968437,4.664085699530098
LW,O,Low,327.2,339.6,251.4,280.3,692.8,304.8,369.6,543.8,436.6,88.8,144.3,28.355657047409167,7.150556994564039
LW,O,Low,326.7,339.3,251.4,280.2,691.7,304.5,369.8,540.8,438.2,88.8,144.1,18.083295964206098,9.908655322852663
LW,O,Low,326.3,339,251.3,280,690.4,304.2,370.1,537.9,438.6,88.7,144,25.638211990538785,8.96092846271256
LW,O,Low,325.9,338.7,251.3,279.9,689,303.9,370.5,535.8,438.5,88.6,143.8,17.01127813743731,8.505639068718743
LW,O,Low,325.5,338.4,251.2,279.8,687.7,303.6,370.9,534.7,437.6,88.5,143.7,18.35729899958475,6.286746232734469
LW,O,Low,325.1,338.1,251.2,279.6,686.7,303.3,372,532.3,434.5,88.3,144.2,22.248732530740707,5.815009638716273
LW,O,Low,324.7,337.7,251.4,279.5,687.3,303,375.2,520.7,426.1,88.2,145.4,18.813432217665138,8.135538256287612
LW,O,Low,324.3,337.7,251.7,279.4,686.9,302.6,378.2,506.1,423.8,88.1,146.5,21.734218509240062,6.903810585288088
LW,O,Low,324,338.4,252.1,279.2,683.8,302.3,378.1,492.9,435.2,88,146.5,19.805124081102523,6.430235091267085
LW,O,Low,323.6,339.6,252.6,279.1,680.3,302,377.2,482.6,449.3,87.9,146.5,19.40798680233568,7.7631947209342
LW,O,Low,323.3,340.5,253,279,677.6,301.8,376.4,475.7,462.4,87.8,146.4,24.997179417428896,8.592780424741067
LW,O,Low,323.1,341.3,253.5,278.9,675.6,301.6,375.7,469.5,472.7,87.7,146.2,19.12972432010499,8.647683596760054
LW,O,Low,322.8,341.9,253.8,278.8,673.9,301.5,375.1,464.5,479,87.6,146,22.156132045842373,5.011506057988075
LW,O,Low,322.6,342.4,254,278.7,672.6,301.3,374.5,461.4,482.1,87.5,145.8,23.366083346004977,9.558852277911162
LW,O,Low,322.4,342.8,254.2,278.6,671.6,301.2,374,460.1,484.3,87.4,145.7,23.792415721015846,5.613940788104883
LW,O,Low,322.3,343.1,254.3,278.5,670.6,301.1,373.5,459.6,487.5,87.4,145.5,13.728322109923313,6.460386875258019
LW,O,Low,322.1,343.5,254.4,278.4,669.7,301,373.1,458.2,489.4,87.3,145.4,16.535829547796833,8.403454360355648
LW,O,Low,322,343.7,254.5,278.4,668.7,300.9,372.6,456.4,489.3,87.3,145.3,28.393897139184844,13.650912086146477
LW,O,Low,321.9,343.8,254.6,278.3,667.8,300.9,372.2,454.7,488.9,87.3,145.1,12.924927158804072,10.449941107118283
LW,O,Low,321.8,343.8,254.5,278.2,666.9,300.8,371.7,453.5,488.5,87.2,145,27.42479634607563,9.695635071845011
LW,O,Low,321.7,343.7,254.4,278.1,665.9,300.8,371.2,453.1,486.6,87.1,144.8,22.326045037579657,3.069831192667198
LW,O,Low,321.6,343.5,254.3,278,664.9,300.8,370.7,453,485,87.1,144.7,16.870130017545378,6.748052007017911
LW,O,Low,321.5,343.2,254.1,277.9,663.9,300.7,370.1,451.8,483.1,87,144.5,17.564350796558266,6.799103534151748
LW,O,Low,321.4,342.8,253.9,277.9,662.8,300.7,369.5,450.6,478.4,86.9,144.2,20.83820951859584,7.707282972631386
