Wood,Oven,Phase,IO_02L_Avg,UO_02_Avg,AO_02_Avg,IO_04R_Avg,FB_01_Avg,IO_01T_Avg,SA_01_Avg,P_01_Avg,AO_01_Avg,Roofline,Chimney,T_eff_Pot_1(%),T_eff_Pot_2(%)
LW,NO,Medium,222,149.6,276.8,191.5,741.3,265.3,322.8,435.4,522.4,110.7,182.9,15.068176593177615,5.795452535837528
LW,NO,Medium,222.4,150.1,276.8,191.9,743.4,265.5,323.4,422.6,510.6,110.7,182.5,12.267383351905682,8.470336123934867
LW,NO,Medium,222.7,150.5,276.6,192.2,742.9,265.6,323.8,412.4,500.7,110.6,182,8.244360309757813,7.213815271038032
LW,NO,Medium,223.1,150.8,276.2,192.6,741,265.7,323.9,403.8,493.6,110.6,181.5,11.428804163669886,5.640189067785153
LW,NO,Medium,223.4,151.2,275.8,192.9,738.6,265.8,323.9,396.5,491.1,110.5,181.1,11.523398649194474,7.632380923492437
LW,NO,Medium,223.7,151.6,275.4,193.2,736,265.9,323.8,391,487.4,110.4,180.7,12.37416826933218,10.714218867348551
LW,NO,Medium,224,151.9,274.8,193.5,733.3,265.9,323.6,387.7,484.8,110.3,180.5,10.19566792366729,7.913055701950846
LW,NO,Medium,224.3,152.3,274.2,193.8,730.6,265.9,323.3,383.7,482.8,110.2,180.3,13.044244574316236,7.059238240218199
LW,NO,Medium,224.6,152.6,273.5,194.1,728,265.8,322.9,379.6,479.2,110.1,180.1,10.988338874314442,5.5715521052861785
LW,NO,Medium,224.9,153,272.8,194.4,725.6,265.8,322.5,377.6,477.5,110,180.1,11.394076557892184,9.67716091218231
LW,NO,Medium,225.1,153.3,271.9,194.6,723.3,265.7,322.1,376.5,479.3,109.9,180.2,13.065329988218252,4.092753972212924
LW,NO,Medium,225.4,153.7,271.2,194.9,721.1,265.6,321.7,375.9,480.8,109.8,180.4,9.842790675827901,12.065356312305298
LW,NO,Medium,225.6,154,270.5,195.2,719,265.5,321.3,377.1,482.7,109.7,180.4,14.08921705530945,6.884503788389821
LW,NO,Medium,225.8,154.3,269.8,195.4,717.2,265.4,320.8,380.5,490.6,109.6,180.4,7.9116432083089165,6.458484251680698
LW,NO,Medium,226.1,154.7,269,195.6,715.6,265.4,320.3,386,495.6,109.5,180.4,10.909288897534083,7.652784749016489
LW,NO,Medium,226.3,155,268.2,195.9,714.2,265.3,319.8,393,500.8,109.4,180.4,13.299597036529532,8.86639802435298
LW,NO,Medium,226.5,155.3,267.4,196.1,712.9,265.2,319.4,399.6,506.5,109.2,180.2,10.59601772081029,9.437078282596659
LW,NO,Medium,226.7,155.6,266.4,196.3,711.7,265.1,318.9,404.5,508.5,109.1,179.8,13.521704398596654,8.012861865835099
LW,NO,Medium,226.9,155.8,265.4,196.5,710.6,265,318.3,407.8,510.2,109,179.2,11.444875082694677,9.425191244572009
LW,NO,Medium,227.1,156.1,266.6,196.7,708.9,264.8,317.1,403.2,515.5,108.8,179.1,12.556240159174372,6.61747792172709
LW,NO,Medium,227.2,156.5,270.4,196.9,706.8,264.7,315.8,394,530.3,108.7,179.8,13.855021417116742,7.013035532120863
LW,NO,Medium,227.4,156.9,274.3,197.1,706.4,264.6,314.5,385.6,546.8,108.6,180.7,10.345114075215122,5.862231309288492
LW,NO,Medium,227.5,157.4,277.9,197.2,706.9,264.5,313.3,378.8,558.3,108.5,181.5,7.994122848733717,9.38440508329607
LW,NO,Medium,227.7,157.8,280.9,197.4,708.1,264.5,312.1,374,566.7,108.4,182.3,16.814359569031435,11.559872203709162
LW,NO,Medium,227.8,158.2,283.6,197.5,709.4,264.5,311.1,372.9,578.3,108.4,183.1,7.943016283634116,4.589298297210831
LW,NO,Medium,228,158.6,286.2,197.7,710.8,264.6,310.2,376,591.2,108.3,184.2,11.205884502905713,11.561626868077253
LW,NO,Medium,228.2,159,288.9,197.9,711.9,264.7,309.4,382.4,605.2,108.2,185.2,10.39529049608689,6.4522492734332495
LW,NO,Medium,228.4,159.4,291.2,198,712.8,264.9,308.8,393.3,619.1,108.2,186.1,12.641021597514158,8.126371026973406
LW,NO,Medium,228.6,159.8,293.2,198.2,713.6,265.1,308.3,402.6,627.8,108.1,186.9,15.647071211315069,11.64433206423449
LW,NO,Medium,228.8,160.1,295,198.3,714.2,265.4,307.9,412.9,633.6,108.1,187.6,13.197617026057756,7.698609931867067
LW,NO,Medium,229,160.5,296.5,198.5,714.6,265.7,307.6,422,638.1,108.1,188,8.679018632839611,6.093779040078859
LW,NO,Medium,229.2,160.8,297.6,198.7,714.9,266,307.3,430.5,640.2,108.2,188.1,16.742106035383713,10.045263621230227
LW,NO,Medium,229.4,161.2,298.3,198.9,715,266.4,307.2,438.3,640.2,108.2,188.2,12.742671575645584,8.245258078358866
LW,NO,Medium,229.6,161.5,298.8,199,714.9,266.8,307.2,444.1,637.1,108.2,188,11.703637443157831,8.872112255297115
LW,NO,Medium,229.9,161.8,299.2,199.2,714.8,267.1,307.2,448.9,632.3,108.3,187.6,15.21230496569246,12.55015159669626
LW,NO,Medium,230.1,162.1,299.5,199.4,714.7,267.5,307.4,451.1,627.7,108.4,187.2,15.324067765229918,12.833906753380134
LW,NO,Medium,230.3,162.3,299.8,199.6,714.3,267.8,307.6,450.7,620.5,108.5,186.5,11.577708754609805,4.24515987669023
LW,NO,Medium,230.5,162.6,300,199.8,713.8,268.2,307.8,449.8,613.1,108.5,186,13.218465299224643,10.497016561148968
LW,NO,Medium,230.8,162.9,300.2,200,712.9,268.5,308.2,449.4,606.9,108.6,185.4,9.987615084696788,9.008437135216637
LW,NO,Medium,231,163.1,300.3,200.2,711.6,268.8,308.6,450.6,602.1,108.6,184.8,17.954634584603156,9.86518383769408
LW,NO,Medium,231.2,163.4,300.5,200.4,710.2,269.1,309.1,452.8,599.3,108.7,184.4,13.518141895424298,4.572312699922817
LW,NO,Medium,231.4,163.6,300.8,200.6,709.1,269.3,309.7,455.5,597,108.7,184,12.419589930779845,9.81548236464878
LW,NO,Medium,231.6,163.9,301.1,200.7,708.2,269.6,310.3,458.8,595.4,108.7,183.7,14.938067827087643,9.689557509462215
LW,NO,Medium,231.9,164.1,301.3,200.9,707.4,269.8,310.9,463.2,594.2,108.8,183.3,15.055186643690387,13.834495834742611
LW,NO,Medium,232.1,164.4,301.2,201.1,706.6,270.1,311.6,467.8,594.1,108.8,183.1,12.714143138125344,7.792539342721834
LW,NO,Medium,232.3,164.6,301.1,201.3,705.8,270.3,312.4,471.8,593.3,108.8,182.8,14.67737596012339,7.855496992742219
LW,NO,Medium,232.5,164.8,300.9,201.5,705.2,270.5,313.2,475.2,591.5,108.7,182.4,14.381083154356734,11.046339234505956
LW,NO,Medium,232.7,165,300.7,201.7,704.7,270.7,314,478.2,586.9,108.8,181.9,17.023210261727392,5.674403420575699
LW,NO,Medium,232.9,165.2,300.2,201.9,704.2,270.8,314.9,479.1,580.9,108.8,181.3,19.49948002990081,10.385592624621106
LW,NO,Medium,233.1,165.4,299.4,202.1,704.5,271,316.3,478.5,572.5,108.9,180.6,14.10995382275056,12.18586921055737
LW,NO,Medium,233.3,165.6,298,202.3,707.9,271.1,317.8,471.9,563.4,108.9,180.1,12.509103626570523,7.117248615117694
LW,NO,Medium,233.5,165.9,296.7,202.5,709.6,271.2,318.5,462.3,561,108.9,179.7,14.797747512845469,15.885817182907564
LW,NO,Medium,233.7,166.2,295.2,202.7,709.4,271.3,319,453.5,559.3,108.9,179,16.690221290752348,3.952947147809807
LW,NO,Medium,233.9,166.4,293.8,202.8,708.5,271.4,319.6,445.7,557.5,108.9,178.2,18.397654797693573,7.536388712308016
LW,NO,Medium,234.1,166.7,292.6,203,707.2,271.5,320.1,439.4,553.7,108.8,177.4,22.1528543032613,12.75467368975658
LW,NO,Medium,234.3,166.9,291.3,203.2,705.6,271.5,320.6,434,548.1,108.7,176.5,14.233739268087554,9.941024250727835
LW,NO,Medium,234.5,167.1,289.8,203.4,704.1,271.5,321,430.5,542.5,108.7,175.5,7.985521322791023,7.98552132279086
LW,NO,Medium,234.6,167.3,288.2,203.5,702.6,271.5,321.4,427.1,536.9,108.5,174.6,16.361440052414892,11.98302651726179
LW,NO,Medium,234.8,167.6,286.5,203.7,701.1,271.5,321.6,423.8,531.4,108.4,173.6,16.06235206049487,4.888541931454996
LW,NO,Medium,234.9,167.8,284.6,203.8,699.7,271.4,321.8,420.4,525,108.3,172.6,17.16903380693013,12.465188928319096
LW,NO,Medium,235.1,168,282.7,204,698.3,271.3,321.9,417,518,108.2,171.5,17.11122357193168,14.259352976609623
LW,NO,Medium,235.2,168.2,280.7,204.1,697.1,271.2,321.9,413.5,511.3,108.1,170.2,11.048176047937892,-58.36319086193177
LW,NO,Medium,235.3,168.4,278.3,204.3,695.8,271.1,321.8,411.1,501.9,107.9,168.2,15.050907139047641,-299.3188468136456
LW,NO,Low,235.6,169,268.3,204.7,689.1,270.1,320.4,401.3,465.5,107.1,161.9,27.64282197546402,18.513082607420873
LW,NO,Low,235.6,169.2,266,204.8,694.3,269.8,320.2,397.1,451.5,106.9,160.5,31.285210670999426,6.9237761321064255
LW,NO,Low,235.7,169.3,264.5,204.9,701.1,269.4,319.9,398.4,449.7,106.6,159.8,20.744832881151215,9.594485207532454
LW,NO,Low,235.7,169.4,263.4,205,703.8,269,319.5,404.2,457.5,106.3,159.1,25.173407757886856,4.195567959647826
LW,NO,Low,235.7,169.6,262.6,205.1,703.9,268.6,319.2,411.4,464.7,106,158.5,27.842849298769156,16.705709579261455
LW,NO,Low,235.7,169.7,261.9,205.2,702.6,268.2,318.8,417.7,469.4,105.7,157.9,29.496196462698766,10.189595141659535
LW,NO,Low,235.7,169.8,261.2,205.2,700.7,267.9,318.4,422.6,474.8,105.3,157.3,29.826541770550747,11.388315948755809
LW,NO,Low,235.7,170,260.9,205.3,698.6,267.5,318,426.9,481.4,105,157.1,26.046614720024163,10.14447099621984
LW,NO,Low,235.7,170.1,260.6,205.3,696.4,267.1,317.6,430.6,487.6,104.6,157,29.66212745680409,4.435458311297811
LW,NO,Low,235.7,170.2,260.1,205.3,694.3,266.7,317.2,436.5,491.3,104.2,156.6,20.459669281541203,17.37670541719948
LW,NO,Low,235.7,170.3,259.6,205.3,692.3,266.3,316.7,439.9,493.4,103.9,156.2,23.51639659753581,11.899863338512121
LW,NO,Low,235.6,170.5,258.8,205.4,690.5,265.9,316.3,440.4,493.7,103.5,155.7,22.911471698525112,12.314916037957229
LW,NO,Low,235.6,170.6,258.1,205.4,688.7,265.5,315.8,439.2,492.8,103.1,155.3,21.130202956528418,6.946916040502445
LW,NO,Low,235.6,170.7,257.3,205.4,687,265.1,315.3,438.8,491.8,102.8,154.8,27.495939882891275,10.530359955149816
LW,NO,Low,235.5,170.8,256.5,205.4,685.5,264.7,314.8,437.6,491.6,102.4,154.4,20.98438426122263,15.664399518940847
LW,NO,Low,235.4,170.9,255.7,205.3,684.1,264.3,314.3,435.3,490.9,102,153.8,10.151891913630188,8.957551688497341
LW,NO,Low,235.3,171,254.9,205.3,682.8,263.9,313.8,432.8,490.2,101.6,153.3,27.143771782127065,7.238339141900514
LW,NO,Low,235.3,171.1,254.2,205.3,681.6,263.5,313.2,430.8,489.6,101.2,152.8,28.631340460504624,8.528484392490732
LW,NO,Low,235.2,171.1,253.2,205.2,680.4,263.1,312.7,429.7,488.3,100.8,152.3,23.681817094211738,11.379574447868066
LW,NO,Low,235.1,171.2,252.2,205.2,679.3,262.7,312.1,427.9,487.1,100.4,151.8,24.839772503021337,11.177897626359524
LW,NO,Low,235,171.3,251.1,205.2,678.3,262.3,311.5,425,486.1,100,151.3,20.998481476841334,14.416867879622439
LW,NO,Low,234.8,171.4,250,205.1,677.5,261.9,310.9,421.8,484.8,99.6,150.8,16.7635716353895,6.642169893267552
LW,NO,Low,234.7,171.5,249.1,205,676.7,261.4,310.3,418.8,482.6,99.2,150.4,20.425426487767677,10.212713243883838
LW,NO,Low,234.6,171.5,248,205,676,261,309.7,415.7,479.4,98.9,149.8,32.519011341015926,10.625023507460728
LW,NO,Low,234.4,171.6,247,204.9,675.2,260.5,309.1,412.6,476.2,98.5,149.2,30.52776957824821,10.717195703001922
LW,NO,Low,234.3,171.7,246.1,204.8,674.4,260.1,308.5,409.1,473.6,98.1,148.6,18.014010956180073,9.825824157916477
LW,NO,Low,234.1,171.7,245,204.7,673.7,259.6,307.8,405.9,469.5,97.7,147.9,17.83424199706166,6.935538554412907
LW,NO,Low,233.9,171.8,244.1,204.6,672.9,259.2,307.2,402.3,464.4,97.5,147.3,18.31358487324736,13.318970816907019
LW,NO,Low,233.7,171.8,243.1,204.5,672,258.7,306.5,398.8,458.2,97.2,146.6,22.82498331834639,14.433445333660211
LW,NO,Low,233.5,171.9,242.2,204.4,671.3,258.2,305.9,394.6,453,97,145.9,13.533136672819666,10.82650933825578
LW,NO,Low,233.3,171.9,241.1,204.3,670.8,257.7,305.2,390.1,448.1,96.7,145.1,20.458699737613752,12.957176500488647
LW,NO,Low,233.1,172,240.1,204.2,670.3,257.2,304.6,385.5,443.1,96.5,144.4,31.268966924012403,13.400985824576816
LW,NO,Low,232.9,172,239,204,669.8,256.6,303.9,380.8,437.7,96.2,143.7,16.619645609832194,12.464734207374146
LW,NO,Low,232.6,172,237.5,203.9,669.3,256.1,303.5,374.3,423.4,95.9,142.6,31.397899924255885,12.908025524416239
LW,NO,Low,232.3,172,235.9,203.8,668.8,255.6,303.4,366,405.1,95.5,141.6,24.604198071873807,7.381259421562217
LW,NO,Low,232.1,172,235.3,203.6,668.1,255,303.1,359,397.2,95.1,141.7,18.768175522594458,6.728213866590371
LW,NO,Low,231.8,172,235,203.5,666.8,254.5,302.6,353.5,393.1,94.7,141.9,13.9134292761401,13.199920082492032
LW,NO,Low,231.5,172,234.7,203.3,665.1,253.9,302.1,348.4,389.6,94.3,142,26.23678614973453,7.547568618416518
LW,NO,Low,231.2,172,234.2,203.2,663,253.3,301.5,343.2,384.5,94,141.9,16.293697416193194,13.759122262563366
LW,NO,Low,230.9,172,233.5,203,660.6,252.7,300.9,338.2,378.8,93.6,141.6,22.2517266843324,14.226513781786327
LW,NO,Low,230.5,172,232.6,202.8,658.2,252.1,300.2,333.8,373.1,93.3,141.2,25.35847750103905,9.922882500406631
LW,NO,Low,230.2,172,231.7,202.7,655.7,251.5,299.4,330.3,368.7,93.1,140.6,15.551879647613983,9.62735406757061
LW,NO,Low,229.9,172,231,202.5,653.3,250.9,298.5,328.4,366.3,92.8,139.9,16.789220823870558,7.834969717806244
LW,NO,Low,229.6,172,230.2,202.3,651,250.3,297.5,327,364.1,92.4,139.3,23.30904081465277,10.150711322509968
LW,NO,Low,229.2,172.1,229.4,202.1,648.9,249.6,296.5,325.9,361.6,92.1,138.6,17.80658106182752,10.987039378574421
LW,NO,Low,228.9,172.1,228.6,201.9,646.9,249,295.5,324.4,358.7,91.8,137.9,29.78291797885027,15.27329127120546
LW,NO,Low,228.6,172.1,227.6,201.7,645,248.4,294.5,322.5,355.8,91.6,137.3,10.391319884132086,9.236728785894883
LW,NO,Low,228.2,172.1,226.6,201.4,643.3,247.7,293.4,320.8,353.1,91.3,136.6,19.01015608660092,7.371285013171942
LW,NO,Low,227.9,172.1,225.6,201.2,641.7,247.1,292.4,319.2,350.3,90.9,135.9,12.516249281736597,10.951718121519802
LW,NO,Low,227.5,172,224.6,201,640.2,246.5,291.5,317.5,347.5,90.6,135.3,16.169549552527755,9.070722919710487
LW,NO,Low,227.1,172,223.5,200.8,638.7,245.9,290.5,315.7,344.9,90.2,134.7,27.839409536374525,14.31741061870682
LW,NO,Low,226.8,172,222.6,200.5,637.3,245.2,289.5,313.8,341.8,89.9,134.1,18.4513554770898,7.6212120448849285
LW,NO,Low,226.4,172,221.7,200.3,636,244.6,288.5,312,338.6,89.5,133.5,22.658417399111357,10.11536491031753
LW,NO,Low,226,172,220.8,200.1,634.7,244,287.6,310.3,335.5,89.2,132.9,17.960964984265665,12.24611248927228
LW,NO,Low,225.6,171.9,219.9,199.8,633.4,243.3,286.6,308.7,332.7,88.9,132.2,11.532836493685515,6.178305264474299
LW,NO,Low,225.2,171.9,219,199.6,632.1,242.7,285.7,307.3,330.2,88.6,131.6,19.952029678117476,9.560347554097747
LW,NO,Low,224.8,171.9,218.1,199.3,630.9,242.1,284.8,305.7,327.6,88.2,131,16.36234012760663,15.103698579329148
LW,NO,Low,224.4,171.8,217.2,199.1,629.7,241.4,283.8,304.4,324.8,87.9,130.4,7.199994459667041,8.894110803118428
LW,NO,Low,224,171.8,216.4,198.8,628.5,240.8,282.9,303,322.2,87.6,129.8,31.643518173942226,9.835147540549755
LW,NO,Low,223.6,171.8,215.4,198.5,627.4,240.2,282,301.6,319.6,87.3,129.2,6.045299569008023,13.817827586304007
LW,NO,Low,223.2,171.7,214.5,198.3,626.3,239.6,281,300.2,317,86.9,128.6,28.78304112768395,7.413813623797415
LW,NO,Low,222.8,171.7,213.6,198,625.3,238.9,280.1,298.9,314.8,86.6,127.9,29.0740001868883,10.572363704322848
LW,NO,Low,222.4,171.6,212.6,197.7,624.2,238.3,279.2,297.8,312.4,86.2,127.1,11.570873255153934,6.675503801050335
LW,NO,Low,221.9,171.5,211.5,197.5,623.2,237.7,278.3,296.4,309.5,85.8,126.2,21.134150470651498,7.6442671915123395
LW,NO,Low,221.5,171.5,210.4,197.2,622.2,237,277.4,295,306.3,85.4,125.3,19.084936381951977,14.540903910058603
LW,NO,Low,221.1,171.4,209.3,196.9,621.1,236.4,276.5,293.6,302.6,85.1,124.4,21.584996904347946,11.022126078816092
LW,NO,Low,220.6,171.4,208.2,196.6,620.1,235.8,275.5,292.3,299.1,84.7,123.5,19.497188433949,12.998125622632664
LW,NO,Low,220.2,171.3,207,196.4,619,235.1,274.6,290.9,295.8,84.4,122.7,9.855163585723131,8.91657657755888
LW,NO,Low,219.7,171.3,205.9,196.1,618,234.5,273.7,289.6,292.6,84.1,121.8,21.351549035370397,11.387492818864235
LW,NO,Low,219.3,171.2,204.7,195.8,617,233.8,272.8,288.2,289.3,83.7,121.1,18.231411835809755,8.635931922225764
LW,NO,Low,218.9,171.1,203.6,195.5,616,233.2,271.9,286.9,286,83.3,120.3,17.466398366841638,12.614621042718882
LW,NO,Low,218.4,171,202.5,195.2,615,232.5,270.9,285.6,283,82.9,119.5,13.739281548932583,4.416197640728479
LW,NO,Low,218,171,201.4,194.9,614,231.9,270,284.4,280,82.6,118.8,22.33372175265174,7.940878845387064
LW,NO,Low,217.5,170.9,200.3,194.6,612.9,231.2,269.1,283.1,277.1,82.2,118.1,7.028344105724127,17.57086026431032
LW,NO,Low,217.1,170.8,199.2,194.3,611.9,230.6,268.2,281.9,274.2,81.8,117.4,27.423641404532688,11.680439857486158
LW,NO,Low,216.6,170.7,198.1,194,610.9,229.9,267.3,280.7,271.5,81.5,116.7,14.899159951704688,9.247754452782006
LW,NO,Low,216.1,170.6,197,193.7,609.8,229.2,266.4,279.5,269,81.1,116.1,15.593350178890153,6.7571184108525975
LW,NO,Low,215.7,170.5,196,193.3,608.7,228.6,265.5,278.3,266.7,80.8,115.6,22.61303224397174,15.776534123700813
LW,NO,Low,215.2,170.4,194.9,193,607.7,227.9,264.5,277.1,264.4,80.4,115,13.834049795565972,7.449103736074276
LW,NO,Low,214.8,170.3,193.9,192.7,606.8,227.2,263.6,275.9,262.4,80.1,114.5,13.99729233895691,5.921931374173931
LW,NO,Low,214.3,170.2,192.9,192.4,605.8,226.5,262.7,274.8,260.5,79.72,113.9,22.87806124803368,7.0813046720105355
LW,NO,Low,213.8,170.1,191.9,192,604.8,225.9,261.8,273.8,258.5,79.37,113.4,22.597113201935347,9.920683844752169
LW,NO,Low,213.4,169.9,191,191.7,603.8,225.2,260.9,272.7,256.8,79.03,112.9,13.38365565465601,15.056612611488509
LW,NO,Low,212.9,169.8,190.1,191.4,602.8,224.5,260,271.8,255.2,78.68,112.4,16.926595517931126,12.412836713148957
LW,NO,Low,212.4,169.7,189.2,191,601.8,223.8,259.1,270.7,253.6,78.34,111.9,12.558606653613161,9.704377868701226
LW,NO,Low,211.9,169.6,188.3,190.7,600.8,223.2,258.2,269.6,252.2,78.02,111.4,16.170663355850536,3.4651421476819646
LW,NO,Low,211.5,169.4,187.4,190.4,599.8,222.5,257.3,268.6,250.7,77.67,111,22.201381907214124,14.021925415082888
LW,NO,Low,211,169.3,186.6,190,598.9,221.8,256.4,267.7,249.3,77.32,110.5,17.139237142271828,13.00217990103345
LW,NO,Low,210.5,169.2,185.7,189.7,598,221.1,255.5,266.7,247.9,76.97,110.1,14.34719846857446,7.77139917047815
LW,NO,Low,210.1,169,184.9,189.3,597,220.5,254.6,265.8,246.7,76.62,109.7,15.115353170754508,9.67382602928268
LW,NO,Low,209.6,168.9,184.1,189,596.1,219.8,253.7,264.9,245.5,76.28,109.3,18.343268178811005,14.674614543049067
LW,NO,Low,209.1,168.7,183.3,188.6,595.1,219.1,252.8,264.1,244.3,75.95,108.9,15.45688655010379,11.128958316074712
LW,NO,Low,208.6,168.6,182.5,188.3,594.2,218.5,251.9,263.2,243.2,75.63,108.5,15.627608764025311,6.8761478561711025
LW,NO,Low,208.2,168.4,181.8,187.9,593.3,217.8,251,262.4,242,75.3,108,25.90868581284882,10.110706658673028
LW,NO,Low,207.7,168.3,181,187.5,592.4,217.1,250.2,261.5,240.9,74.97,107.6,15.32903321767872,8.303226326242035
LW,NO,Low,207.2,168.1,180.3,187.2,591.5,216.5,249.3,260.6,239.8,74.62,107.3,12.909308114646523,5.809188651591485
LW,NO,Low,206.7,168,179.5,186.8,590.6,215.8,248.4,259.7,238.8,74.28,106.9,14.347855318951169,17.608731527802405
LW,NO,Low,206.3,167.8,178.8,186.5,589.6,215.2,247.6,258.8,237.8,73.97,106.5,13.176557319992632,7.905934391996327
LW,NO,Low,205.8,167.7,178.2,186.1,588.7,214.5,246.7,257.9,236.8,73.65,106.1,16.635289355716974,7.984938890743979
LW,NO,Low,205.3,167.5,177.5,185.7,587.8,213.8,245.8,257.1,235.8,73.31,105.7,24.86083087854465,11.422543917169138
LW,NO,Low,204.8,167.3,176.8,185.4,586.9,213.2,245,256.2,234.9,72.96,105.3,18.99306893683127,9.496534468415636
LW,NO,Low,204.4,167.1,176.1,185,585.9,212.5,244.1,255.4,233.8,72.64,105,11.638670345700634,3.4231383369705464
LW,NO,Low,203.9,167,175.5,184.6,585,211.9,243.3,254.5,232.8,72.32,104.6,27.632518114924594,13.125446104589303
LW,NO,Low,203.4,166.8,174.9,184.2,584.1,211.3,242.4,253.7,231.9,72.01,104.3,6.271801938247141,8.362402584329523
LW,NO,Low,202.9,166.6,174.3,183.9,583.1,210.6,241.6,252.9,231.1,71.7,104,2.811106029088413,14.05553014543957
LW,NO,Low,202.5,166.4,173.6,183.5,582.2,210,240.8,252.1,230.2,71.39,103.6,26.924096688273373,4.251173161306535
LW,NO,Low,202,166.2,173,183.1,581.3,209.4,240,251.3,229.5,71.1,103.3,19.280997485060126,9.283443233547786
LW,NO,Low,201.5,166,172.4,182.7,580.4,208.7,239.1,250.6,228.7,70.82,103,7.1951017342557755,17.268244162212017
LW,NO,Low,201,165.9,171.8,182.3,579.5,208.1,238.3,249.9,228,70.56,102.7,17.39312901761514,8.696564508808086
LW,NO,Low,200.6,165.7,171.3,182,578.6,207.5,237.5,249.2,227.3,70.3,102.3,19.70215038074703,5.107964913527105
LW,NO,Low,200.1,165.5,170.7,181.6,577.7,206.9,236.7,248.4,226.6,70.03,102,28.644909505163646,11.751757745707895
LW,NO,Low,199.6,165.3,170.2,181.2,576.8,206.3,235.9,247.7,225.8,69.75,101.7,14.780577654460162,11.085433240844859
LW,NO,Low,199.1,165.1,169.6,180.8,575.9,205.6,235.1,247,225,69.48,101.4,2.2299907905533485,8.919963162213394
LW,NO,Low,198.7,164.9,169,180.4,575,205,234.3,246.3,224.2,69.21,101.1,11.958056030036365,16.442327041300267
LW,NO,Low,198.2,164.6,168.5,180.1,574.1,204.4,233.5,245.5,223.5,68.96,100.8,21.03258514858322,9.765128818985218
LW,NO,Low,197.7,164.4,167.9,179.7,573.2,203.8,232.8,244.8,223,68.71,100.5,27.92304571431485,5.282738378383847
LW,NO,Low,197.3,164.2,167.4,179.3,572.3,203.2,232,244,222.4,68.48,100.2,18.1898317263206,9.852825518423526
LW,NO,Low,196.8,164,166.8,178.9,571.4,202.6,231.2,243.3,221.8,68.24,99.9,9.130254414479554,7.608545345399448
LW,NO,Low,196.3,163.8,166.3,178.5,570.6,202.1,230.4,242.6,221.1,68.01,99.6,7.635050140222323,11.452575210334025
LW,NO,Low,195.9,163.6,165.8,178.1,569.7,201.5,229.7,241.9,220.4,67.78,99.4,13.019543941379244,9.956121837525401
LW,NO,Low,195.4,163.4,165.3,177.7,568.9,200.9,228.9,241.2,219.7,67.55,99.1,21.501242310600404,11.518522666392917
LW,NO,Low,194.9,163.1,164.7,177.4,568,200.3,228.2,240.5,219.1,67.34,98.8,13.853510118943701,8.466033961576343
LW,NO,Low,194.5,162.9,164.2,177,567.1,199.7,227.4,239.8,218.5,67.16,98.6,19.27667228872717,10.79493648168726
LW,NO,Low,194,162.7,163.8,176.6,566.3,199.2,226.7,239.2,217.8,67,98.3,15.443649117075681,5.405277190976817
LW,NO,Low,193.5,162.5,163.3,176.2,565.4,198.6,225.9,238.7,217.2,66.86,98,11.59478772706097,12.367773575530967
LW,NO,Low,193.1,162.2,162.8,175.8,564.5,198,225.2,238.2,216.5,66.7,97.8,19.336946223640574,3.093911395782975
LW,NO,Low,192.6,162,162.3,175.4,563.6,197.5,224.5,237.6,215.7,66.55,97.5,-2.3209808879373357,6.189282367832529
LW,NO,Low,192.2,161.8,161.8,175.1,562.7,196.9,223.7,237,215.1,66.39,97.2,7.735360621750099,17.01779336784868
LW,NO,Low,191.7,161.5,161.3,174.7,561.9,196.4,223,236.3,214.6,66.27,97,28.605033735676116,8.5041992187147
LW,NO,Low,191.2,161.3,160.8,174.3,561,195.8,222.3,235.7,214,66.12,96.7,14.675295977005263,9.268607985476923
LW,NO,Low,190.8,161.1,160.3,173.9,560.1,195.3,221.6,235.3,213.2,65.93,96.4,4.628200415834397,8.485034095696028
LW,NO,Low,190.3,160.8,159.9,173.5,559.2,194.7,220.9,234.7,212.5,65.75,96.2,12.321021108700135,0.7700638192941689
LW,NO,Low,189.8,160.6,159.4,173.1,558.3,194.2,220.2,234.2,211.9,65.61,95.9,22.285996126645664,6.916343625510289
LW,NO,Low,189.4,160.3,159,172.8,557.4,193.6,219.5,233.7,211.3,65.47,95.6,18.399150021891156,7.666312509121588
LW,NO,Low,188.9,160.1,158.5,172.4,556.6,193.1,218.8,233.1,210.9,65.3,95.3,16.05488734605691,10.703258230704245
LW,NO,Low,188.5,159.8,158.1,172,555.7,192.6,218.1,232.5,210.5,65.12,95.1,6.097228261582844,5.3350747288851235
LW,NO,Low,188,159.6,157.6,171.6,554.8,192,217.4,231.9,210,64.93,94.9,9.874102432461378,16.710019501088986
LW,NO,Low,187.6,159.3,157.2,171.2,553.9,191.5,216.7,231.3,209.6,64.76,94.6,8.323778352767189,10.593899721703794
LW,NO,Low,187.1,159.1,156.8,170.8,553.1,191,216,230.7,209.2,64.58,94.4,9.043757788449742,5.275525376595505
LW,O,High,243.7,286.2,216.7,206.9,594.2,244.5,271,496.8,420.1,82.8,146.7,10.423098293005514,4.1008911316742545
LW,O,High,244.5,287.7,217.5,207.5,599,245.2,272.2,495,420.9,82.9,147.3,17.24385174946985,9.974384835477663
LW,O,High,245.3,289.4,218.3,208.1,602.8,246,273.5,491.5,422.4,83,147.8,10.37259927135749,6.8592995181557885
LW,O,High,246.1,291.3,219.2,208.7,605.5,246.8,274.8,489.4,427,83,148.3,22.024658029184476,8.776743425163744
